Character,Sentence
羅恩,我的意思是，派我們去那裡有什麼意義？
羅恩,我們發現了什麼？
哈利,我們知道一件事。
哈利,海格從未打開過密室。
哈利,他是無辜的。
哈利,真希望你在這兒，妙麗。
哈利,我們需要你。
哈利,現在比以往任何時候都更是如此。
羅恩,那是什麼？
哈利,這就是妙麗被攻擊那天在圖書館的原因。
哈利,來吧。
哈利,「在我們的土地上漫遊的許多可怕的野獸中，沒有比蛇怪更致命的了。
哈利,能夠活數百年，任何見到這條巨蛇眼睛的人都會立刻死亡。
哈利,蜘蛛在它面前逃跑。
哈利,榮恩，就是這個了。
哈利,密室裡的怪物是蛇怪。
哈利,這就是為什麼我能聽到它說話。
哈利,這是一條蛇。
羅恩,但是如果它透過直視別人的眼睛而殺人，那為什麼沒有人死呢？
哈利,因為沒有人直視它的眼睛。
哈利,至少不是直接的。
哈利,科林透過他的相機看到了這一點。
哈利,尼克完全沉浸在其中。
哈利,但他是個鬼魂，他不能再死了。
哈利,妙麗有鏡子。
哈利,我敢打賭，她是用它來四處張望，以防它出現。
榮恩,我很確定她沒有相機或鏡子，哈利。
哈利,水。
哈利,那天晚上地板上有水。
哈利,她只看到了蛇怪的倒影。
哈利,蜘蛛在它面前逃跑。
哈利,一切都合適。
榮恩,蛇怪走得怎麼樣？
榮恩,一條又髒又大的蛇。
羅恩,有人會看到的。
哈利,妙麗也回答了這個問題。
哈利,她死在浴室裡了？
哈利,如果她從未離開過怎麼辦？
麥格納加爾,所有學生必須立即返回各自的宿舍。
麥格納,所有老師立即到二樓走廊。
麥格納,正如你所看到的，史萊哲林的繼承人又留下了訊息。
麥教授,我們最擔心的事情已經成為現實。
麥格納,一名學生被怪物帶進了密室。
麥格納加爾,學生必須被送回家。
麥格納,恐怕這就是霍格華茲的終結。
吉德羅洛克哈特,非常抱歉。打瞌睡。
吉德羅洛克哈特,我錯過了什麼？
石內卜,一個女孩被怪物洛哈特搶走了。
石內卜,你的時刻終於到來了。
石內卜,你昨晚不是說你一直都知道密室的入口在哪裡嗎？
麥格納,就這麼定了。
麥格納,我們讓你去對付那個怪物，吉德羅。
麥格納,畢竟，你的技術是傳奇。
吉德羅洛克哈特,很好。
羅恩,她的骸骨將永遠躺在密室裡。
哈利,洛哈特可能沒用，但他會嘗試進入密室。
哈利,至少我們可以告訴他我們所知道的。
哈里,教授，我們有一些資訊給您。
哈利,你要去哪裡嗎？
吉德羅·洛克哈特,嗯，是的。緊急呼叫。不可避免的。
羅恩,我妹妹呢？
吉德羅·洛克哈特,至於這一點，非常不幸。
吉德羅·洛克哈特,沒有人比我更後悔。
羅恩,你現在不能走。
哈利,你要逃跑嗎？
哈利,你在書裡做了那麼多事？
吉德羅洛克哈特,書籍可能會產生誤導。
哈利,是你寫的。
吉德羅‧洛克哈特,我親愛的孩子，運用你的常識。
吉德羅洛克哈特,如果人們不認為我做了這些事情，我的書就不會賣得那麼好。
哈利,你是個騙子。
哈利,你一直把其他巫師所做的事情歸功於你。
羅恩,你有什麼可以做的嗎？
吉德羅洛克哈特,是的，現在你提到了。
吉德羅洛克哈特,我很有記憶咒的天賦。
吉德羅‧洛克哈特,否則的話，那些巫師就會胡言亂語了。
吉德羅洛克哈特,我再也不會賣掉一本書了。
吉德羅洛克哈特,事實上，我也得對你做同樣的事。
哈利,想都別想。
哈利,問你怎麼死的。
哭泣的桃金孃,太可怕了。
哭泣的桃金孃,事情就發生在這個小隔間裡。
哭泣的桃金孃,我躲起來是因為奧利佛霍恩比因為我的眼鏡而取笑我。
哭泣的桃金孃,我在哭，然後我聽到有人進來了。
哈利,是誰，默特爾？
哭泣的桃金孃,我意識到那是個男孩，所以我打開門讓他走開，然後我就死了。
哈利,就這樣？如何？
哭泣的桃金孃,我只記得在水槽旁看到一雙又大又大的黃色眼睛。
哈利,就是這個了。
哈利,就是這個了，榮恩。我想這就是密室的入口。
吉德羅洛克哈特,那麼，我就…
吉德羅洛克哈特,我沒有必要留下來。
哈利,是的，有。
哈利,你先。
吉德羅洛克哈特,現在，孩子們，這有什麼好處呢？
羅恩,你比我們更好。
吉德羅·洛克哈特,但是……顯然，是的。
吉德羅洛克哈特,你確定不想先測試一下嗎？
吉德羅洛克哈特,這裡真的很髒。
哈利,好吧。我們走吧。
哈利,謝謝，默特爾。
哈利,現在，記住：任何移動的跡象，立即閉上眼睛。
哈利,這邊。
羅恩,這是什麼？
吉德羅洛克哈特,它看起來像一條蛇。
哈利,這是一張蛇皮。
羅恩,不管是什麼棚子，這個棚子必須有 60 英尺長。或更多。
吉德羅洛克哈特,冒險到此結束，孩子們。
吉德羅洛克哈特,不過別擔心。
吉德羅洛克哈特,全世界都會知道我們的故事。
吉德羅洛克哈特,我來不及救那個女孩了。
吉德羅洛克哈特,你們兩個在看到她支離破碎的屍體時悲慘地失去了理智。
吉德羅洛克哈特,所以……你先來，波特先生。
榮恩,我很好。
吉德羅洛克哈特,我是誰？
羅恩,他不知道自己是誰。
吉德羅洛克哈特,這是個奇怪的地方，不是嗎？
吉德羅洛克哈特,你住在這裡嗎？
羅恩,我現在該怎麼辦？
哈利,你在這裡等一下，試著移動一些岩石，這樣我們就可以回去了。
哈利,我會繼續去找金妮。
哈利,醒醒，醒醒。
哈利,請醒來。
哈利,她醒不來是什麼意思？
哈利,她不是…？
湯姆·里德爾,她還活著，但僅此而已。
哈利,你是鬼嗎？
哈利,她冷得像冰一樣。
哈利,你必須幫助我，湯姆。
哈利,有一隻蛇怪。
湯姆·里德爾,只有被叫它才會來。
哈利,把我的魔杖給我，湯姆。
哈利,我們得走了。我們必須救她。
湯姆·瑞鬥,你看，隨著可憐的金妮變得越來越虛弱，我也變得越來越堅強。
湯姆·瑞鬥,是的，哈利，是金妮·衛斯理打開了密室。
哈利,不。她不能。她不會。
湯姆·里德爾,金妮把蛇怪放在泥巴種身上，費爾奇的貓金妮在牆上寫下了威脅訊息。
哈利,但是為什麼呢？
湯姆·瑞鬥,因為是我告訴她的。
湯姆·里德爾,你會發現我很有說服力。
湯姆·瑞鬥,並不是說她知道自己在做什麼。
湯姆·瑞鬥,我們可以說，她處於一種恍惚狀態。
湯姆·瑞鬥,儘管如此，日記的力量開始讓她感到害怕。
湯姆·瑞鬥,那麼除了你之外還有誰能找到它呢？
湯姆·瑞鬥,我最渴望見到的人。
哈利,那你為什麼想見我？
湯姆·里德爾,我知道我必須和你談談，如果可以的話，見見你。
哈利,海格是我的朋友。
哈利,你陷害了他，不是嗎？
湯姆·瑞鬥,我的話與海格的不同。
湯姆·瑞鬥,似乎只有鄧不利多認為他是無辜的。
哈利,我敢打賭鄧不利多一眼就看穿了你。
湯姆·里德爾,從那以後，他確實對我進行了令人惱火的密切監視。
湯姆·里德爾,我將能夠帶領另一個人完成薩拉查·史萊哲林的崇高事業。
哈利,好吧，這次你還沒完成。
哈利,幾個小時後，曼德拉草就準備好了。
哈利,每個被石化的人都會好起來的。
湯姆·里德爾,幾個月來，我的新目標一直是你。
湯姆·里德爾,一個沒有非凡魔法天賦的嬰兒如何能夠擊敗有史以來最偉大的巫師？
湯姆·瑞鬥,當佛地魔的力量被摧毀時，你是怎麼逃走的，除了傷疤之外一無所有？
哈利,你為什麼關心我如何逃脫？
哈利,佛地魔追隨你的腳步。
湯姆·瑞鬥,佛地魔是我的過去、現在和未來。
哈利,阿不思‧鄧不利多是世界上最偉大的巫師。
湯姆·瑞鬥,鄧不利多只因為想起我就被趕出了這座城堡。
哈利,他永遠不會消失。
哈利,只要剩下的人忠於他就好。
湯姆·瑞鬥,這就是鄧不利多派給他偉大的捍衛者的。
湯姆·瑞鬥,它只聽我的。
湯姆·里德爾,這個過程即將完成。
湯姆·瑞鬥,幾分鐘後，金妮·衛斯理就會死，而我將不再成為人們的記憶。
湯姆·瑞鬥,佛地魔會回來，而且還活著。
湯姆·里德爾,我猜你的人生只剩下一分鐘多一點了。
湯姆·瑞鬥,你很快就會和你親愛的泥巴種媽媽在一起了，哈利。
金妮,但是我發誓，我不是故意的。
哈利,別擔心。
哈利,金妮，你需要出去。
哈利,沿著密室走你就會找到榮恩。
哈利,福克斯，你太棒了。
哈利,我只是不夠快。
哈利,當然。
哈利,鳳凰淚有治癒的功效。
哈利,謝謝。
哈利,沒關係，金妮。
哈利,結束了。
哈利,這只是一段回憶。
鄧不利多,你們當然都意識到，在過去的幾個小時裡，你們大概已經違反了十幾條校規。
鄧不利多,有足夠的證據可以將你們兩個開除。
鄧不利多,因此，你們兩個獲得學校服務特別獎是再適合不過的了。
羅恩,謝謝，先生。
鄧不利多,現在，衛斯理先生，如果你願意請貓頭鷹的話，請將這些釋放文件送到阿茲卡班。
鄧不利多,我相信我們希望我們的獵場看守回來。
鄧不利多,哈利，首先我要感謝你，哈利。
鄧不利多,你一定在密室裡向我展現了真正的忠誠。
鄧不利多,除了這個，沒有什麼能讓福斯來找你了。
鄧不利多,其次，我感覺到有些事讓你煩惱。
鄧不利多,我說得對嗎，哈利？
哈利,這只是…
哈利,你看，先生，我情不自禁地註意到某些事情，某些…
哈利,湯姆·瑞鬥和我之間有某些相似之處。
鄧不利多,好吧，你會說蛇佬腔，哈利。為什麼？
鄧不利多,因為佛地魔會說蛇佬腔。
鄧不利多,如果我沒記錯的話，哈利，在他給你留下傷疤的那個晚上，他把他的一些力量轉移給了你。
哈利,佛地魔把他的一些力量轉移給了我？
鄧不利多,不是故意的，但是是的。
哈利,所以分院帽是對的。
哈利,我應該在史萊哲林。
鄧不利多,這是真的。你擁有佛地魔本人所珍視的許多特質。
鄧不利多,決心、足智多謀，如果我可以這麼說的話，還有某種對規則的漠視。
鄧不利多,那麼，分院帽為什麼要把你分到葛萊分多呢？
哈利,因為是我要求的。
鄧不利多,沒錯，哈利。確切地。
鄧不利多,我們的能力並不代表我們的真實面。
鄧不利多,這是我們的選擇。
鄧不利多,如果你想證明你為什麼屬於葛萊分多，那我建議你仔細看看這個。
鄧不利多,小心點。
鄧不利多,只有真正的葛萊分多才能把它從帽子裡拿出來。
哈利,所以這是你的主人。
哈利,你服務的家族是馬份家族。
盧修斯·馬爾福,讓開，波特。
盧修斯·馬爾福,確實如此。你回來了。
鄧不利多,當州長們得知亞瑟‧衛斯理的女兒被帶進議事廳時，他們認為有必要將我召回。
鄧不利多,奇怪的是，盧修斯，他們中的幾個人都認為，如果他們一開始不同意讓我停職，你就會詛咒他們的家人。
鄧不利多,請原諒？
盧修斯‧馬份,我唯一關心的始終是這所學校，當然還有它的學生的福祉。
盧修斯·馬爾福,我想罪魁禍首已經被查出來了？
鄧不利多,是的。
鄧不利多,只是這次他選擇透過別人來行事。
鄧不利多,幸運的是，我們年輕的波特先生發現了它。
鄧不利多,人們希望佛地魔的舊學校用品不再落入無辜者手中。
鄧不利多,對責任者來說，後果將是嚴重的。
盧修斯‧馬份,好吧，讓我們希望波特先生永遠在身邊拯救世界。
哈利,別擔心。我會。
哈利,先生？我想知道我是否可以擁有那個？
哈利,我有你的一些東西。
哈利,我想你是這樣的，先生。
哈利,我想你那天在對角巷把日記塞進了金妮‧衛斯理的大鍋裡。
哈利,打開它。
多比,你不可以傷害哈利波特。
盧修斯‧馬份,你的父母也是愛管閒事的傻瓜。
盧修斯·馬份,很快有一天，你也會遇到同樣棘手的結局。
多比,多比怎樣才能報答他呢？
哈利,答應我一件事。
多比,什麼都可以，先生。
哈利,別再試圖救我的命了。
學生,歡迎回來，尼古拉斯爵士。
尼古拉斯爵士,謝謝。
學生,晚上好，尼古拉斯爵士。
學生,很高興見到你，尼可拉斯爵士。
尼古拉斯爵士,謝謝。
妙麗,謝謝，尼可拉斯爵士。
榮恩,歡迎回來，妙麗。
妙麗,很高興回來。
妙麗,恭喜你。
妙麗,我不敢相信你解決了這個問題。
哈利,我們從你那裡得到了很多幫助。
哈利,沒有你我們不可能做到這一點。
妙麗,謝謝。
麥格納,請注意一下好嗎？
鄧不利多,在宴會開始之前，讓我們為斯普勞特教授、龐弗雷夫人鼓掌，他們的曼德拉草汁已經成功地施用於了所有被石化的人。
鄧不利多,此外，鑑於最近發生的事件，學校對待所有考試都已取消。
妙麗,哦，不。
海格,抱歉我遲到了。
海格,那隻給我送去釋放文件的貓頭鷹迷路了，而且很困惑。
海格,一隻名叫埃羅爾的紅鳥。
海格,我只想說，如果沒有你們，哈利、榮恩和妙麗，我當然還是會在你們知道的地方，所以我只想說謝謝。
哈利,沒有你就沒有霍格華茨，海格。
哈利,
哈利,
哈利,
瑪姬阿姨,
瑪姬阿姨,
瑪姬阿姨,
瑪姬阿姨,
哈利,
佛農叔叔,
瑪姬阿姨,
瑪姬阿姨,
瑪姬阿姨,
瑪姬阿姨,
瑪姬阿姨,
瑪姬阿姨,
哈利,
哈利,
瑪姬阿姨,
瑪姬阿姨,
瑪姬阿姨,
哈利,
哈利,
佛農叔叔,
瑪姬阿姨,
瑪姬阿姨,
瑪奇阿姨,
哈利,
哈利,
哈利,
哈利,
哈利,
哈利,
史丹桑帕克,
哈利,
哈利,
史丹桑帕克,
史丹桑帕克,
哈利,
史丹桑帕克,
哈利,
史丹桑帕克,
哈利,
史丹桑帕克,
哈利,
史丹桑派克,
史丹桑帕克,
史丹桑帕克,
史丹桑帕克,
哈利,
史丹桑帕克,
哈利,
湯姆,
湯姆,
福奇,
福奇,
福奇,
福奇,
福奇,
哈利,
哈利,
哈利,
福奇,
哈利,
福奇,
哈利,
哈利,
福奇,
福奇,
福奇,
福奇,
福奇,
榮恩,
妙麗,
妙麗,
榮恩,
羅恩,
妙麗,
羅恩,
喬治,
羅恩,
喬治,
佛瑞德,
喬治,
太太。衛斯理,
哈利,
太太。衛斯理,
哈利,
哈利,
太太。衛斯理,
哈利,
太太。衛斯理,
哈利,
先生。威斯利,
哈利,
妙麗,
先生。韋斯利,
哈利,
先生。衛斯理,
先生。韋斯利,
先生。衛斯理,
哈利,
先生。威斯利,
哈利,
先生。衛斯理,
先生。衛斯理,
先生。衛斯理,
先生。威斯利,
先生。衛斯理,
先生。衛斯理,
先生。衛斯理,
先生。衛斯理,
哈利,
先生。衛斯理,
太太。衛斯理,
哈利,
妙麗,
妙麗,
哈利,
羅恩,
妙麗,
羅恩,
羅恩,
羅恩,
妙麗,
哈利,
妙麗,
哈利,
羅恩,
羅恩,
哈利,
妙麗,
妙麗,
羅恩,
哈利,
妙麗,
妙麗,
哈利,
哈利,
羅恩,
羅恩,
妙麗,
哈利,
路平,
盧平,
哈利,
盧平,
盧平,
盧平,
盧平,
哈利,
羅恩,
羅恩,
羅恩,
羅恩,
哈利,
哈利,
妙麗,
鄧不利多,
鄧不利多,
鄧不利多,
妙麗,
德拉科,
哈利,
妙麗,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
西莫斯,
西莫斯,
哈利,
哈利,
哈利,
西莫斯,
哈里,
迪恩,
妙麗,
羅恩,
迪恩,
羅恩,
羅恩,
羅恩,
西莫斯,
榮恩,
特里勞尼,
特里勞尼,
崔勞尼,
特里勞尼,
特里勞尼,
特里勞尼,
妙麗,
羅恩,
妙麗,
崔勞尼,
內維爾,
特里勞尼,
崔勞尼,
崔勞尼,
崔勞尼,
榮恩,
榮恩,
羅恩,
羅恩,
羅恩,
妙麗,
妙麗,
妙麗,
羅恩,
羅恩,
妙麗,
妙麗,
海格,
海格,
海格,
海格,
海格,
海格,
德拉科,
海格,
海格,
德拉科,
內維爾,
妙麗,
德拉科,
德拉科,
哈利,
德拉科,
妙麗,
羅恩,
內維爾,
妙麗,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
海格,
哈利,
哈利,
海格,
海格,
海格,
妙麗,
德拉科,
海格,
海格,
哈利,
德拉科,
海格,
德拉科,
海格,
海格,
德拉科,
海格,
德拉科,
潘西·帕金森,
德拉科,
德拉科,
德拉科,
德拉科,
榮恩,
榮恩,
哈利,
妙麗,
妙麗,
西莫斯,
內維爾,
男孩,
西莫斯,
盧平,
路平,
迪恩,
盧平,
路平,
妙麗,
羅恩,
妙麗,
妙麗,
盧平,
盧平,
盧平,
路平,
盧平,
盧平,
盧平,
盧平；聽著,
德拉科,
盧平,
盧平,
盧平,
路平,
盧平,
盧平,
路平,
路平,
路平,
盧平,
路平,
內維爾,
路平,
盧平,
路平,
盧平,
路平,
路平,
盧平,
盧平,
路平,
路平,
盧平,
盧平,
路平,
路平,
盧平,
盧平,
盧平,
路平,
盧平,
盧平,
盧平,
盧平,
盧平,
盧平,
盧平,
盧平,
路平,
盧平,
路平,
盧平,
盧平,
盧平,
麥格納,
麥格納加爾,
麥格納格爾,
麥格納,
費爾奇,
哈利,
麥格納,
麥格納,
麥格納,
麥格納,
哈利,
哈利,
路平,
盧平,
路平,
哈利,
哈利,
盧平,
盧平,
盧平,
哈利,
哈利,
盧平,
盧平,
哈利,
路平,
路平,
路平,
盧平,
盧平,
盧平,
盧平,
路平,
盧平,
路平,
路平,
盧平,
榮恩,
羅恩,
波西,
珀西,
波西,
珀西,
妙麗,
珀西,
波西,
波西,
派西,
波西,
鄧不利多,
費爾奇,
費爾奇,
珀西,
珀西,
珀西,
鄧不利多,
胖女人,
胖女士,
鄧不利多,
鄧不利多,
費爾奇,
鄧不利多,
老師,
鄧不利多,
石內卜,
石內卜,
鄧不利多,
石內卜,
石內卜,
鄧不利多,
石內卜,
鄧不利多,
鄧不利多,
石內卜,
石內卜,
鄧不利多,
哈利,
哈利,
石內卜,
石內卜,
妙麗,
妙麗,
羅恩,
羅恩,
石內卜,
石內卜,
石內卜,
妙麗,
妙麗,
妙麗,
妙麗,
妙麗,
妙麗,
石內卜,
石內卜,
石內卜,
石內卜,
石內卜,
哈利,
石內卜,
石內卜,
石內卜,
石內卜,
榮恩,
弗雷德,
弗雷德,
喬治,
哈利,
妙麗,
哈利,
喬治,
哈利,
榮恩,
哈利,
妙麗,
妙麗,
妙麗,
羅恩,
榮恩,
盧平,
盧平,
哈利,
哈利,
哈利,
路平,
盧平,
路平,
盧平,
路平,
盧平,
哈利,
盧平,
哈利,
哈利,
哈利,
盧平,
哈利,
路平,
盧平,
盧平,
盧平,
男人,
男人,
哈利,
喬治,
弗雷德,
哈利,
弗雷德,
喬治,
哈利,
喬治,
哈利,
哈利,
喬治,
弗雷德,
喬治,
弗雷德,
喬治,
喬治,
哈利,
喬治,
喬治,
哈利,
哈利,
喬治,
弗雷德,
喬治,
弗雷德,
喬治,
喬治,
喬治,
喬治,
妙麗,
妙麗,
妙麗,
羅恩,
德拉科,
德拉科,
德拉科,
德拉科,
羅恩,
德拉科,
德拉科,
妙麗,
德拉科,
德拉科,
德拉科,
德拉科,
德拉科,
德拉科,
榮恩,
榮恩,
妙麗,
妙麗,
羅恩,
麥格納,
海格,
海格,
福奇,
福奇,
羅斯默塔夫人,
妙麗,
羅斯默塔女士,
麥格納,
羅斯默塔女士,
麥格納,
麥格納,
麥教授,
麥格納,
麥教授,
福奇,
麥格納,
麥格納,
羅斯默塔夫人,
麥格納,
福奇,
麥格納,
福奇,
福奇,
麥格納,
妙麗,
妙麗,
哈利,
哈利,
哈利,
哈利,
哈利,
路平,
盧平,
哈利,
路平,
路平,
盧平,
盧平,
路平,
盧平,
盧平,
盧平,
哈利,
盧平,
盧平,
盧平,
盧平,
盧平,
盧平,
盧平,
盧平,
哈利,
盧平,
路平,
盧平,
盧平,
路平,
哈利,
盧平,
路平,
盧平,
盧平,
盧平,
盧平,
哈利,
盧平,
盧平,
哈利,
哈利,
哈利,
哈利,
盧平,
盧平,
哈利,
盧平,
哈利,
盧平,
路平,
盧平,
盧平,
哈利,
哈利,
哈利,
哈利,
哈利,
哈利,
哈利,
妙麗,
羅恩,
哈利,
哈利,
羅恩,
羅恩,
榮恩,
妙麗,
羅恩,
妙麗,
妙麗,
海格,
海格,
海格,
海格,
海格,
海格,
妙麗,
海格,
羅恩,
海格,
榮恩,
哈利,
羅恩,
麥格納,
麥格納,
福奇,
聲音,
哈利,
石內卜,
哈利,
石內卜,
石內卜,
哈利,
哈利,
石內卜,
石內卜,
石內卜,
哈利,
石內卜,
哈利,
石內卜,
路平,
石內卜,
石內卜,
路平,
石內卜,
石內卜,
石內卜,
石內卜,
路平,
盧平,
LUPIN,
盧平,
盧平,
路平,
路平,
盧平,
路平,
盧平,
哈利,
盧平,
路平,
盧平,
路平,
路平,
哈利,
盧平,
盧平,
盧平,
哈利,
哈利,
哈利,
盧平,
盧平,
哈利,
哈利,
特里勞尼,
妙麗,
崔勞尼,
崔勞尼,
特里勞尼,
榮恩,
羅恩,
哈利,
榮恩,
羅恩,
哈利,
特里勞尼,
特里勞尼,
崔勞尼,
崔勞尼,
哈利,
妙麗,
羅恩,
德拉科,
德拉科,
德拉科,
戈爾,
德拉科,
羅恩,
高爾,
戈爾,
德拉科,
妙麗,
羅恩,
哈利,
海格,
海格,
妙麗,
海格,
海格,
海格,
妙麗,
妙麗,
海格,
鄧不利多,
海格,
海格,
海格,
海格,
哈利,
海格,
鄧不利多,
鄧不利多,
海格,
海格,
鄧不利多,
福奇,
福奇,
鄧不利多,
鄧不利多,
哈利,
妙麗,
羅恩,
哈利,
羅恩,
榮恩,
榮恩,
妙麗,
哈利,
羅恩,
哈利,
妙麗,
哈利,
妙麗,
哈利,
哈利,
妙麗,
哈利,
哈利,
羅恩,
羅恩,
妙麗,
哈利,
天狼星,
盧平,
路平,
盧平,
路平,
天狼星,
天狼星,
盧平,
天狼星,
盧平,
天狼星,
妙麗,
妙麗,
妙麗,
妙麗,
盧平,
妙麗,
路平,
盧平,
天狼星,
天狼星,
盧平,
天狼星,
天狼星,
盧平,
盧平,
路平,
哈利,
哈利,
哈利,
路平,
路平,
哈利,
天狼星,
天狼星,
天狼星,
石內卜,
石內卜,
石內卜,
石內卜,
天狼星,
天狼星,
盧平,
天狼星,
路平,
天狼星,
石內卜,
天狼星,
石內卜,
石內卜,
石內卜,
石內卜,
石內卜,
盧平,
石內卜,
哈利,
妙麗,
哈利,
盧平,
路平,
哈利,
路平,
路平,
哈利,
天狼星,
天狼星,
天狼星,
羅恩,
天狼星,
羅恩,
天狼星,
天狼星,
天狼星,
羅恩,
哈利,
天狼星,
天狼星,
哈利,
哈利,
羅恩,
羅恩,
小矮星,
天狼星,
天狼星,
路平,
小矮星,
小矮星,
小矮星,
小矮星,
天狼星,
小矮星,
小矮星,
小矮星,
天狼星,
哈利,
路平,
哈利,
哈利,
小矮星,
哈利,
哈利,
哈利,
天狼星,
天狼星,
榮恩,
羅恩,
天狼星,
天狼星,
天狼星,
天狼星,
天狼星,
哈利,
羅恩,
哈利,
哈利,
妙麗,
哈利,
榮恩,
妙麗,
羅恩,
羅恩,
妙麗,
羅恩,
羅恩,
天狼星,
天狼星,
天狼星,
天狼星,
天狼星,
哈利,
哈利,
哈利,
小矮星,
小矮星,
小矮星,
小矮星,
小矮星,
路平,
天狼星,
哈利,
天狼星,
哈利,
天狼星,
天狼星,
天狼星,
天狼星,
天狼星,
天狼星,
天狼星,
哈利,
哈利,
石內卜,
石內卜,
哈利,
哈利,
哈利,
哈利,
妙麗,
妙麗,
哈利,
妙麗,
妙麗,
妙麗,
妙麗,
哈利,
羅恩,
羅恩,
羅恩,
妙麗,
妙麗,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
羅恩,
妙麗,
哈利,
哈利,
哈利,
妙麗,
哈利,
德拉科,
哈利,
哈利,
妙麗,
妙麗,
哈利,
妙麗,
妙麗,
妙麗,
哈利,
妙麗,
德拉科,
德拉科,
妙麗,
羅恩,
哈利,
妙麗,
妙麗,
妙麗,
妙麗,
哈利,
妙麗,
妙麗,
榮恩,
哈利,
妙麗,
哈利,
哈利,
妙麗,
妙麗,
妙麗,
妙麗,
妙麗,
妙麗,
妙麗,
哈利,
哈利,
妙麗,
妙麗,
妙麗,
哈利,
妙麗,
羅恩,
妙麗,
哈利,
鄧不利多,
福奇,
哈利,
哈利,
妙麗,
哈利,
福奇,
鄧不利多,
哈利,
妙麗,
妙麗,
妙麗,
鄧不利多,
鄧不利多,
鄧不利多,
福奇,
鄧不利多,
鄧不利多,
妙麗,
鄧不利多,
鄧不利多,
哈利,
鄧不利多,
福奇,
鄧不利多,
福奇,
福奇,
鄧不利多,
鄧不利多,
鄧不利多,
海格,
福奇,
福奇,
鄧不利多,
鄧不利多,
鄧不利多,
鄧不利多,
海格,
妙麗,
哈利,
哈利,
哈利,
妙麗,
哈利,
妙麗,
妙麗,
盧平,
妙麗,
哈利,
妙麗,
妙麗,
哈利,
哈利,
哈利,
妙麗,
妙麗,
哈利,
哈利,
妙麗,
哈利,
妙麗,
哈利,
哈利,
妙麗,
哈利,
哈利,
哈利,
哈利,
哈利,
哈利,
妙麗,
哈利,
哈利,
妙麗,
妙麗,
哈利,
妙麗,
哈利,
哈利,
哈利,
哈利,
哈利,
妙麗,
妙麗,
哈利,
哈利,
妙麗,
哈利,
哈利,
哈利,
哈利,
哈利,
天狼星,
哈利,
天狼星,
天狼星,
天狼星,
哈利,
天狼星,
天狼星,
天狼星,
天狼星,
哈利,
天狼星,
天狼星,
天狼星,
天狼星,
妙麗,
哈利,
鄧不利多,
羅恩,
羅恩,
羅恩,
妙麗,
哈利,
哈利,
路平,
路平,
路平,
哈利,
盧平,
哈里,
盧平,
盧平,
哈利,
盧平,
路平,
盧平,
路平,
哈利,
哈利,
盧平,
路平,
盧平,
盧平,
盧平,
盧平,
路平,
路平,
路平,
盧平,
榮恩,
內維爾,
SEAMUS,
哈利,
羅恩,
榮恩,
羅恩,
羅恩,
喬治,
弗雷德,
哈利,
哈利,
羅恩,
妙麗,
妙麗,
哈利,
哈利,
